vol height roughness
0.587640681720025 3.30837739639195 7
0.929957088317939 2.1255454040538 14
0.697586045519318 1.39229533635135 5
0.77164949743857 3.41654527299565 6
1.2441227160198 1.8457253315511 2
1.81448654560971 3.30151676424134 4
0.868933056808101 2.01968410333973 5
0.93300436851515 1.98794817218589 4
0.882001501922044 2.44672017680511 5
0.754529753583709 4.70150030630923 4
0.407045632963217 2.53860143514361 10
0.319819140296571 3.64888011599358 5
0.335914059523546 3.35527642535291 5
0.646496367466025 1.46358284568897 4
0.548252141647024 4.50157891543653 3
0.63753421931561 3.56913139874022 6
0.971848961148122 3.40840678715667 7
0.421726115883373 2.93604694110677 3
0.162813415105127 2.07125750650866 8
1.30949989796365 3.30329200916768 6
0.252404814640428 3.47871325322317 4
0.0695351934083129 2.59402719816434 7
0.496731711531358 1.36254469565079 2
0.446560969696749 4.59147298882486 10
0.231894002822845 0.712763362409873 4
0.527421588515014 1.88512050536308 8
0.401371074709751 3.37773602983883 7
0.369391781917619 4.38924461633418 2
0.847618904035669 2.66561125114877 4
0.413521557535006 3.22906118359518 6
0.380100238316113 1.66156430706123 3
0.480226759129849 3.4188378336637 2
1.04984167221614 1.62525414315131 8
0.308699363135298 4.20810762991046 2
0.836668210045272 4.11561061602825 2
1.21843700186501 3.95589571571866 4
0.15362380720259 2.17589901132927 5
1.73691623531149 2.11683622160707 3
0.687101031671186 1.73421018027226 4
0.42077525602401 2.26036132658617 5
0.453576241378321 2.7702578713283 7
0.732289852090606 1.92922955480642 5
0.382346256888432 1.53967809517929 1
0.807543941599821 3.85432812805925 6
0.835639036698737 2.5771509341853 5
0.219265303499571 3.76445759042722 5
1.16039404361434 4.48186601892674 3
0.612219137279277 3.2480469025487 7
0.863987999298211 4.02709419112402 9
0.757199386370289 3.57354543529764 5
0.508467389052305 2.71455302183138 6
1.38051173307985 3.50172508917334 8
1.18434452150476 3.08142124942963 8
0.642802140777725 4.31216136579831 7
1.28241805554201 1.24104616105223 9
0.27722655144483 3.88120589935007 8
0.89248870203072 2.43117416200134 7
0.834910177180023 1.75690494664247 4
1.43288779910389 2.63944721542172 2
0.171455291352882 4.28783072266898 2
0.77655936533223 4.17087853294371 3
0.40829992349488 4.27986196489857 8
1.43582096827321 2.48165387018457 2
0.880699406032939 4.02735898460187 7
1.40371098177901 2.01553746540517 3
0.884426212104738 1.79457466719185 7
0.440068414432645 3.14806782158601 2
0.802543104493059 2.535542157713 0
0.283670990817 2.30653860554257 2
0.818324793533832 4.51730447399266 2
0.769597737135517 4.74441490700452 6
0.636782827499377 1.68353181890639 7
0.307115792680304 3.35256183112907 4
0.992058019184239 3.05150978959167 9
0.365155500155769 2.80930741230385 4
0.685678733142207 2.89100807540893 8
0.357222945624579 3.40021946987165 5
0.845816948311725 3.53442549535325 5
0.603344052956899 4.39663129815729 2
1.24279816838391 3.37101677884304 5
1.28092233337712 2.87363643875039 1
1.24316381392598 4.10923423689599 4
0.81564893997499 3.58540607519285 10
0.325481772960201 3.18877437566193 4
0.658885324997885 2.60623487514876 4
0.769197323854773 4.09344181383933 3
0.203724923465101 4.88236299944969 9
0.624722386311827 4.47145783499291 6
1.04821381210918 3.42448423968121 7
0.41588421860861 2.90879501894875 4
0.566164803083263 3.81542126858437 5
0.561210896792017 5.02888413570843 5
0.698732921229155 2.50839128386429 8
0.554789912766874 3.13876660781619 6
1.50542261884412 4.01768114567388 4
0.613337339450531 3.28271760709472 3
1.02388851217119 3.38870038285438 5
1.05929908535651 5.10703013799704 7
1.50448471645272 3.88704346711534 6
0.268361463427902 4.06793225007799 1
